"rental_id","rental_date","inventory_id","customer_id","return_date","staff_id","last_update"
282109,2010-03-12 03:22:26,1106,590,2010-03-16 21:32:48,10,2010-02-02 23:55:04
282110,2010-03-12 10:59:29,64,129,2010-03-14 03:22:26,115,2010-02-03 01:28:39
282111,2010-03-12 22:42:41,2752,145,2010-03-13 10:59:29,2,2010-02-03 03:03:18
282112,2010-03-13 02:17:08,4369,211,2010-03-17 22:42:41,122,2010-02-03 04:40:40
282113,2010-03-13 03:47:17,1960,238,2010-03-17 02:17:08,13,2010-02-03 06:30:24
282114,2010-03-13 08:25:00,1208,322,2010-03-17 03:47:17,13,2010-02-03 07:22:43
282115,2010-03-13 11:59:08,254,194,2010-03-15 08:25:00,79,2010-02-03 07:47:26
282116,2010-03-13 13:33:45,1517,356,2010-03-16 11:59:08,3,2010-02-03 08:08:48
282117,2010-03-13 16:08:14,2671,14,2010-03-14 13:33:45,118,2010-02-03 08:32:24
282118,2010-03-13 17:46:32,149,135,2010-03-18 16:08:14,19,2010-02-03 09:05:47
282119,2010-03-13 20:21:41,1996,199,2010-03-18 17:46:32,78,2010-02-03 09:37:54
282120,2010-03-14 00:15:04,731,80,2010-03-14 20:21:41,1,2010-02-03 11:15:25
282121,2010-03-14 02:19:33,2578,355,2010-03-17 00:15:04,71,2010-02-03 13:35:42
282122,2010-03-14 06:04:11,3694,335,2010-03-19 02:19:33,8,2010-02-03 15:58:42
282123,2010-03-14 10:52:33,1759,551,2010-03-18 06:04:11,5,2010-02-03 17:33:20
282124,2010-03-14 13:57:14,1035,283,2010-03-15 10:52:33,18,2010-02-03 19:22:34
282125,2010-03-14 17:09:47,1331,420,2010-03-16 13:57:14,21,2010-02-03 21:08:44
282126,2010-03-14 18:38:25,2409,4,2010-03-18 17:09:47,116,2010-02-03 21:18:42
282127,2010-03-14 23:23:24,62,594,2010-03-15 18:38:25,80,2010-02-03 21:59:59
282128,2010-03-15 01:40:28,342,471,2010-03-16 23:23:24,115,2010-02-03 22:30:29
282129,2010-03-15 14:47:46,2862,95,2010-03-16 01:40:28,2,2010-02-04 00:36:48
282130,2010-03-15 19:44:48,2819,509,2010-03-20 14:47:46,125,2010-02-04 02:49:02
282131,2010-03-16 09:18:58,2492,206,2010-03-19 19:44:48,67,2010-02-04 04:44:48
282132,2010-03-16 22:58:48,2400,307,2010-03-17 09:18:58,120,2010-02-04 05:25:12
282133,2010-03-17 12:03:56,197,27,2010-03-18 22:58:48,81,2010-02-04 07:25:04
282134,2010-03-17 19:12:24,2637,40,2010-03-18 12:03:56,78,2010-02-04 09:38:23
282135,2010-03-18 00:57:35,4098,474,2010-03-18 19:12:24,67,2010-02-04 11:16:08
282136,2010-03-18 11:50:01,2039,328,2010-03-21 00:57:35,81,2010-02-04 12:05:44
282137,2010-03-18 14:49:22,2822,502,2010-03-21 11:50:01,3,2010-02-04 12:23:06
282138,2010-03-18 20:23:24,3533,234,2010-03-20 14:49:22,118,2010-02-04 14:27:01
282139,2010-03-19 08:20:36,2644,574,2010-03-22 20:23:24,21,2010-02-04 15:29:26
282140,2010-03-19 14:24:00,1222,1,2010-03-22 08:20:36,5,2010-02-04 16:44:31
282141,2010-03-19 17:45:22,2431,149,2010-03-24 14:24:00,74,2010-02-04 18:34:50
282142,2010-03-20 03:36:14,4573,498,2010-03-24 17:45:22,76,2010-02-04 18:50:03
282143,2010-03-20 06:02:00,4228,289,2010-03-25 03:36:14,9,2010-02-04 19:44:08
282144,2010-03-20 08:22:14,3842,138,2010-03-25 06:02:00,114,2010-02-04 21:00:58
282145,2010-03-20 10:14:41,2452,459,2010-03-24 08:22:14,120,2010-02-04 23:15:28
282146,2010-03-20 13:50:22,3907,576,2010-03-21 10:14:41,73,2010-02-05 00:34:11
282147,2010-03-20 17:37:12,696,369,2010-03-24 13:50:22,123,2010-02-05 00:54:29
282148,2010-03-20 22:12:12,3988,427,2010-03-25 17:37:12,126,2010-02-05 02:15:31
282149,2010-03-21 02:20:57,3431,451,2010-03-24 22:12:12,73,2010-02-05 02:52:20
282150,2010-03-21 05:05:16,1467,336,2010-03-26 02:20:57,69,2010-02-05 03:24:16
282151,2010-03-21 09:38:23,2167,412,2010-03-22 05:05:16,4,2010-02-05 04:09:57
282152,2010-03-21 12:50:01,1931,226,2010-03-26 09:38:23,126,2010-02-05 05:56:54
282153,2010-03-21 14:40:44,3362,160,2010-03-23 12:50:01,123,2010-02-05 08:03:24
282154,2010-03-21 18:52:28,3642,166,2010-03-22 14:40:44,73,2010-02-05 10:14:52
282155,2010-03-21 23:09:20,4510,342,2010-03-25 18:52:28,5,2010-02-05 12:13:50
282156,2010-03-22 01:02:02,1057,90,2010-03-25 23:09:20,124,2010-02-05 14:00:02
282157,2010-03-22 08:10:54,3590,253,2010-03-23 01:02:02,65,2010-02-05 15:24:18
282158,2010-03-22 11:23:27,2511,429,2010-03-24 08:10:54,76,2010-02-05 17:22:38
282159,2010-03-23 01:59:00,2912,414,2010-03-27 11:23:27,79,2010-02-05 19:09:23
282160,2010-03-23 12:56:22,954,600,2010-03-26 01:59:00,76,2010-02-05 21:33:22
282161,2010-03-23 18:56:52,3740,400,2010-03-26 12:56:22,64,2010-02-05 21:58:32
282162,2010-03-23 23:55:16,3915,177,2010-03-25 18:56:52,4,2010-02-05 23:52:23
282163,2010-03-24 13:43:58,2104,416,2010-03-28 23:55:16,20,2010-02-06 01:33:44
282164,2010-03-25 01:49:08,2919,136,2010-03-28 13:43:58,80,2010-02-06 03:05:45
282165,2010-03-25 12:05:00,1083,243,2010-03-27 01:49:08,19,2010-02-06 03:13:11
282166,2010-03-25 23:22:29,775,222,2010-03-28 12:05:00,65,2010-02-06 03:41:01
282167,2010-03-26 13:55:39,3218,583,2010-03-27 23:22:29,16,2010-02-06 05:12:16
282168,2010-03-26 20:53:56,308,25,2010-03-31 13:55:39,65,2010-02-06 06:40:33
282169,2010-03-27 03:43:20,692,429,2010-03-28 20:53:56,20,2010-02-06 08:53:13
282170,2010-03-27 05:07:05,779,198,2010-04-01 03:43:20,68,2010-02-06 10:01:11
282171,2010-03-27 06:25:00,2266,456,2010-03-30 05:07:05,2,2010-02-06 10:42:23
282172,2010-03-27 07:00:18,4153,276,2010-03-29 06:25:00,3,2010-02-06 11:35:17
282173,2010-03-27 08:34:09,238,459,2010-03-29 07:00:18,117,2010-02-06 11:54:00
282174,2010-03-27 10:10:17,1436,258,2010-03-29 08:34:09,8,2010-02-06 14:06:50
282175,2010-03-27 10:54:36,730,168,2010-04-01 10:10:17,121,2010-02-06 15:53:08
282176,2010-03-27 11:33:54,3971,107,2010-03-31 10:54:36,117,2010-02-06 16:15:28
282177,2010-03-27 13:10:55,3284,574,2010-04-01 11:33:54,115,2010-02-06 17:10:31
282178,2010-03-27 14:29:16,1861,439,2010-03-30 13:10:55,120,2010-02-06 18:15:39
282179,2010-03-27 15:06:03,63,510,2010-03-29 14:29:16,1,2010-02-06 20:25:01
282180,2010-03-27 16:04:58,3763,100,2010-03-30 15:06:03,73,2010-02-06 22:17:15
282181,2010-03-27 17:52:45,3242,429,2010-03-29 16:04:58,65,2010-02-06 22:25:27
282182,2010-03-27 20:14:49,4200,545,2010-03-29 17:52:45,15,2010-02-06 23:26:57
282183,2010-03-27 20:51:04,2064,591,2010-03-28 20:14:49,78,2010-02-07 00:58:03
282184,2010-03-27 22:23:18,2514,380,2010-03-28 20:51:04,123,2010-02-07 03:12:12
282185,2010-03-27 23:18:59,192,349,2010-03-31 22:23:18,8,2010-02-07 04:15:55
282186,2010-03-28 00:13:31,356,42,2010-03-29 23:18:59,79,2010-02-07 05:03:32
282187,2010-03-28 01:35:34,1358,174,2010-04-02 00:13:31,124,2010-02-07 05:53:04
282188,2010-03-28 03:47:52,3709,477,2010-04-02 01:35:34,75,2010-02-07 07:06:41
282189,2010-03-28 04:53:50,2167,115,2010-03-31 03:47:52,15,2010-02-07 09:15:10
282190,2010-03-28 07:20:06,1934,448,2010-04-02 04:53:50,20,2010-02-07 10:50:27
282191,2010-03-28 07:51:44,2170,381,2010-03-29 07:20:06,120,2010-02-07 11:00:03
282192,2010-03-28 08:28:48,2198,480,2010-04-02 07:51:44,72,2010-02-07 13:01:56
282193,2010-03-28 10:38:05,812,152,2010-04-02 08:28:48,122,2010-02-07 14:27:16
282194,2010-03-28 11:18:43,3397,351,2010-03-29 10:38:05,123,2010-02-07 15:34:00
282195,2010-03-28 13:40:14,4143,563,2010-03-30 11:18:43,70,2010-02-07 16:28:15
282196,2010-03-28 14:50:03,1916,527,2010-04-01 13:40:14,71,2010-02-07 18:28:06
282197,2010-03-28 17:07:29,1416,532,2010-04-02 14:50:03,18,2010-02-07 20:09:46
282198,2010-03-28 17:50:46,822,528,2010-04-02 17:07:29,79,2010-02-07 21:51:41
282199,2010-03-28 18:24:10,1825,130,2010-04-01 17:50:46,3,2010-02-07 22:00:48
282200,2010-03-28 20:49:55,414,204,2010-03-29 18:24:10,3,2010-02-08 00:16:34
282201,2010-03-28 22:55:50,1355,359,2010-04-02 20:49:55,20,2010-02-08 01:15:09
282202,2010-03-28 23:46:51,4469,306,2010-03-29 22:55:50,3,2010-02-08 03:26:31
282203,2010-03-29 00:18:19,3125,434,2010-04-02 23:46:51,114,2010-02-08 04:55:57
282204,2010-03-29 02:29:27,2867,491,2010-04-03 00:18:19,21,2010-02-08 06:17:15
282205,2010-03-29 09:36:06,4535,266,2010-03-30 02:29:27,117,2010-02-08 07:15:39
282206,2010-03-29 16:30:46,4233,461,2010-04-03 09:36:06,121,2010-02-08 08:46:55
282207,2010-03-29 19:02:46,974,317,2010-03-31 16:30:46,20,2010-02-08 10:37:33
282208,2010-03-29 23:21:50,3817,530,2010-04-03 19:02:46,121,2010-02-08 12:01:43
282209,2010-03-30 00:54:49,709,53,2010-04-02 23:21:50,16,2010-02-08 13:14:14
282210,2010-03-30 04:41:13,4392,99,2010-04-02 00:54:49,70,2010-02-08 13:36:51
282211,2010-03-30 08:33:47,2030,544,2010-04-01 04:41:13,15,2010-02-08 15:52:21
282212,2010-03-30 12:15:15,2886,380,2010-03-31 08:33:47,73,2010-02-08 16:40:37
282213,2010-03-30 17:48:32,3663,113,2010-04-02 12:15:15,1,2010-02-08 18:00:22
282214,2010-03-30 20:28:28,1945,307,2010-04-03 17:48:32,79,2010-02-08 18:20:09
282215,2010-03-31 01:09:55,1249,232,2010-04-01 20:28:28,8,2010-02-08 18:48:27
282216,2010-03-31 04:39:23,615,448,2010-04-03 01:09:55,117,2010-02-08 21:10:01
282217,2010-03-31 06:40:51,1762,372,2010-04-03 04:39:23,81,2010-02-08 22:45:38
282218,2010-03-31 08:34:23,1506,318,2010-04-05 06:40:51,75,2010-02-09 00:55:12
282219,2010-03-31 14:42:20,179,576,2010-04-05 08:34:23,10,2010-02-09 02:55:05
282220,2010-03-31 21:27:41,3534,172,2010-04-02 14:42:20,122,2010-02-09 04:16:11
282221,2010-04-01 00:32:11,3838,99,2010-04-04 21:27:41,9,2010-02-09 04:54:42
282222,2010-04-01 10:46:03,3227,492,2010-04-05 00:32:11,2,2010-02-09 07:05:12
282223,2010-04-01 17:47:52,2109,201,2010-04-03 10:46:03,1,2010-02-09 07:13:50
282224,2010-04-02 00:23:40,1279,538,2010-04-02 17:47:52,2,2010-02-09 08:51:17
282225,2010-04-02 09:21:15,2259,71,2010-04-06 00:23:40,6,2010-02-09 10:49:47
282226,2010-04-02 22:15:05,874,591,2010-04-03 09:21:15,113,2010-02-09 11:34:59
282227,2010-04-03 02:54:07,2119,156,2010-04-05 22:15:05,4,2010-02-09 13:15:21
282228,2010-04-03 06:08:11,3545,82,2010-04-04 02:54:07,67,2010-02-09 15:25:57
282229,2010-04-03 07:59:05,298,334,2010-04-08 06:08:11,70,2010-02-09 15:32:57
282230,2010-04-03 10:04:43,1970,579,2010-04-05 07:59:05,1,2010-02-09 16:46:57
282231,2010-04-03 11:23:01,4114,272,2010-04-07 10:04:43,115,2010-02-09 17:57:34
282232,2010-04-03 12:28:39,325,420,2010-04-06 11:23:01,120,2010-02-09 20:19:42
282233,2010-04-03 17:10:50,3668,46,2010-04-05 12:28:39,69,2010-02-09 20:26:22
282234,2010-04-03 21:57:00,1104,460,2010-04-08 17:10:50,62,2010-02-09 22:21:52
282235,2010-04-04 01:13:58,2026,192,2010-04-07 21:57:00,12,2010-02-09 22:31:40
282236,2010-04-04 03:31:30,1900,165,2010-04-06 01:13:58,122,2010-02-09 22:58:57
282237,2010-04-04 07:08:53,1156,60,2010-04-05 03:31:30,119,2010-02-09 23:56:17
282238,2010-04-04 11:36:55,3599,59,2010-04-07 07:08:53,122,2010-02-10 00:28:54
282239,2010-04-04 13:31:33,753,495,2010-04-06 11:36:55,118,2010-02-10 02:10:26
282240,2010-04-04 14:53:13,3037,202,2010-04-07 13:31:33,1,2010-02-10 03:14:24
282241,2010-04-04 19:34:13,2936,553,2010-04-06 14:53:13,14,2010-02-10 03:53:44
282242,2010-04-04 23:17:14,2875,315,2010-04-07 19:34:13,126,2010-02-10 06:05:02
282243,2010-04-05 01:20:28,4091,461,2010-04-08 23:17:14,9,2010-02-10 06:13:17
282244,2010-04-05 08:22:27,135,336,2010-04-07 01:20:28,117,2010-02-10 06:37:53
282245,2010-04-05 15:24:58,1757,134,2010-04-08 08:22:27,67,2010-02-10 08:00:05
282246,2010-04-05 21:06:26,2962,48,2010-04-08 15:24:58,73,2010-02-10 08:26:56
282247,2010-04-06 00:04:31,218,347,2010-04-09 21:06:26,126,2010-02-10 09:28:52
282248,2010-04-06 14:29:21,2725,264,2010-04-09 00:04:31,117,2010-02-10 10:36:09
282249,2010-04-07 00:24:42,3494,120,2010-04-11 14:29:21,81,2010-02-10 11:15:06
282250,2010-04-07 05:42:26,1324,28,2010-04-12 00:24:42,121,2010-02-10 11:42:06
282251,2010-04-07 08:51:37,4273,384,2010-04-11 05:42:26,7,2010-02-10 12:37:59
282252,2010-04-07 21:54:34,869,295,2010-04-11 08:51:37,62,2010-02-10 13:29:59
282253,2010-04-08 10:16:48,1533,61,2010-04-09 21:54:34,18,2010-02-10 15:33:36
282254,2010-04-08 17:38:47,4325,100,2010-04-13 10:16:48,2,2010-02-10 17:32:59
282255,2010-04-09 05:16:36,465,548,2010-04-12 17:38:47,120,2010-02-10 18:15:56
282256,2010-04-09 08:45:27,3940,161,2010-04-11 05:16:36,72,2010-02-10 19:03:19
282257,2010-04-09 22:16:47,2289,281,2010-04-14 08:45:27,10,2010-02-10 19:33:51
282258,2010-04-10 08:10:08,2575,273,2010-04-14 22:16:47,63,2010-02-10 20:41:33
282259,2010-04-10 09:57:49,3614,247,2010-04-14 08:10:08,21,2010-02-10 21:26:37
282260,2010-04-10 14:21:41,1459,492,2010-04-15 09:57:49,16,2010-02-10 22:22:11
282261,2010-04-10 18:27:24,1897,337,2010-04-14 14:21:41,69,2010-02-10 22:58:14
282262,2010-04-10 22:28:39,1123,480,2010-04-12 18:27:24,1,2010-02-10 23:19:56
282263,2010-04-10 23:48:51,3456,162,2010-04-15 22:28:39,113,2010-02-11 01:38:07
282264,2010-04-11 03:41:45,4504,435,2010-04-11 23:48:51,116,2010-02-11 03:18:40
282265,2010-04-11 07:39:42,1716,491,2010-04-16 03:41:45,121,2010-02-11 04:00:10
282266,2010-04-11 12:07:26,3632,526,2010-04-16 07:39:42,17,2010-02-11 04:18:46
282267,2010-04-11 14:12:04,60,19,2010-04-16 12:07:26,79,2010-02-11 05:52:33
282268,2010-04-11 16:55:55,981,351,2010-04-12 14:12:04,3,2010-02-11 05:58:56
282269,2010-04-11 19:46:25,1703,509,2010-04-13 16:55:55,126,2010-02-11 08:15:17
282270,2010-04-12 00:26:04,1848,509,2010-04-16 19:46:25,117,2010-02-11 08:41:24
282271,2010-04-12 09:37:27,1995,206,2010-04-17 00:26:04,118,2010-02-11 09:21:30
282272,2010-04-12 20:01:20,513,505,2010-04-16 09:37:27,119,2010-02-11 11:09:35
282273,2010-04-13 09:26:18,3413,551,2010-04-16 20:01:20,65,2010-02-11 11:36:18
282274,2010-04-13 17:26:10,248,114,2010-04-17 09:26:18,68,2010-02-11 12:36:33
282275,2010-04-13 20:34:25,4305,39,2010-04-14 17:26:10,16,2010-02-11 13:16:32
282276,2010-04-14 03:34:19,515,483,2010-04-18 20:34:25,118,2010-02-11 14:38:07
282277,2010-04-14 11:06:26,4032,597,2010-04-15 03:34:19,79,2010-02-11 15:23:23
282278,2010-04-15 00:35:18,42,558,2010-04-18 11:06:26,73,2010-02-11 15:58:56
282279,2010-04-15 14:14:06,3061,385,2010-04-18 00:35:18,72,2010-02-11 18:02:24
282280,2010-04-15 18:00:37,1071,340,2010-04-19 14:14:06,64,2010-02-11 18:14:03
282281,2010-04-16 00:27:20,2343,586,2010-04-18 18:00:37,124,2010-02-11 18:45:56
282282,2010-04-16 06:23:11,2483,513,2010-04-19 00:27:20,62,2010-02-11 19:38:25
282283,2010-04-16 13:59:58,2908,62,2010-04-17 06:23:11,12,2010-02-11 19:49:20
282284,2010-04-16 17:41:54,2575,127,2010-04-18 13:59:58,124,2010-02-11 21:00:30
282285,2010-04-17 05:54:13,2949,146,2010-04-18 17:41:54,21,2010-02-11 23:01:07
282286,2010-04-17 07:36:44,307,10,2010-04-21 05:54:13,13,2010-02-11 23:39:15
282287,2010-04-17 10:57:58,3816,409,2010-04-18 07:36:44,1,2010-02-12 00:13:53
282288,2010-04-17 12:16:40,3677,209,2010-04-21 10:57:58,120,2010-02-12 02:30:23
282289,2010-04-17 14:23:39,228,64,2010-04-22 12:16:40,72,2010-02-12 04:28:05
282290,2010-04-17 17:09:09,3391,393,2010-04-19 14:23:39,2,2010-02-12 06:42:57
282291,2010-04-17 18:12:26,749,183,2010-04-19 17:09:09,76,2010-02-12 07:22:00
282292,2010-04-17 19:11:40,237,255,2010-04-19 18:12:26,4,2010-02-12 08:44:08
282293,2010-04-17 23:07:01,3662,214,2010-04-21 19:11:40,3,2010-02-12 10:56:45
282294,2010-04-18 03:04:23,3551,437,2010-04-21 23:07:01,64,2010-02-12 12:09:26
282295,2010-04-18 07:21:03,1293,464,2010-04-23 03:04:23,124,2010-02-12 14:09:39
282296,2010-04-18 11:31:38,2331,194,2010-04-21 07:21:03,80,2010-02-12 15:44:22
282297,2010-04-18 12:51:15,4214,71,2010-04-20 11:31:38,64,2010-02-12 17:47:15
282298,2010-04-18 15:28:01,3594,349,2010-04-19 12:51:15,1,2010-02-12 19:09:59
282299,2010-04-18 20:16:46,2007,494,2010-04-20 15:28:01,67,2010-02-12 20:42:01
282300,2010-04-18 22:15:28,996,493,2010-04-20 20:16:46,1,2010-02-12 21:46:47
282301,2010-04-19 02:19:40,1083,49,2010-04-21 22:15:28,78,2010-02-12 22:39:55
282302,2010-04-19 12:36:53,3513,454,2010-04-22 02:19:40,72,2010-02-13 00:45:16
282303,2010-04-19 22:31:16,700,59,2010-04-23 12:36:53,118,2010-02-13 01:21:33
282304,2010-04-20 12:31:55,2725,585,2010-04-20 22:31:16,68,2010-02-13 03:01:15
282305,2010-04-20 20:51:25,2139,261,2010-04-21 12:31:55,113,2010-02-13 04:59:06
282306,2010-04-21 07:42:32,3664,278,2010-04-24 20:51:25,120,2010-02-13 05:30:43
282307,2010-04-21 14:04:31,4414,154,2010-04-23 07:42:32,10,2010-02-13 07:28:48
282308,2010-04-22 02:42:32,2330,373,2010-04-24 14:04:31,64,2010-02-13 09:41:20
282309,2010-04-22 11:43:44,1594,563,2010-04-25 02:42:32,78,2010-02-13 11:10:44
282310,2010-04-22 18:38:33,1236,99,2010-04-24 11:43:44,10,2010-02-13 11:48:02
282311,2010-04-23 02:55:52,4512,148,2010-04-25 18:38:33,119,2010-02-13 13:29:07
282312,2010-04-23 08:11:36,2682,35,2010-04-28 02:55:52,19,2010-02-13 14:23:20
282313,2010-04-23 17:59:47,2071,213,2010-04-25 08:11:36,20,2010-02-13 15:07:43
282314,2010-04-24 03:48:42,2896,93,2010-04-25 17:59:47,81,2010-02-13 15:45:00
282315,2010-04-24 07:00:38,3467,100,2010-04-25 03:48:42,113,2010-02-13 16:05:56
282316,2010-04-24 09:59:11,2829,595,2010-04-27 07:00:38,64,2010-02-13 18:04:13
282317,2010-04-24 12:01:31,4302,333,2010-04-26 09:59:11,20,2010-02-13 19:50:46
282318,2010-04-24 13:20:41,2574,7,2010-04-27 12:01:31,63,2010-02-13 20:47:26
282319,2010-04-24 15:44:02,3756,86,2010-04-27 13:20:41,65,2010-02-13 22:34:24
282320,2010-04-24 19:25:09,2305,593,2010-04-29 15:44:02,76,2010-02-13 23:42:05
282321,2010-04-24 22:12:31,4350,227,2010-04-25 19:25:09,124,2010-02-14 01:41:48
282322,2010-04-24 23:27:56,908,76,2010-04-26 22:12:31,16,2010-02-14 02:18:20
282323,2010-04-25 01:46:33,4121,431,2010-04-25 23:27:56,67,2010-02-14 02:53:17
282324,2010-04-25 03:29:46,3896,321,2010-04-29 01:46:33,2,2010-02-14 03:44:21
282325,2010-04-25 07:55:29,4096,437,2010-04-26 03:29:46,9,2010-02-14 05:07:15
282326,2010-04-25 10:48:21,3447,511,2010-04-26 07:55:29,19,2010-02-14 07:28:19
282327,2010-04-25 12:07:56,3649,417,2010-04-27 10:48:21,73,2010-02-14 08:21:00
282328,2010-04-25 14:53:14,2736,381,2010-04-28 12:07:56,79,2010-02-14 10:22:21
282329,2010-04-25 17:03:34,3264,117,2010-04-27 14:53:14,121,2010-02-14 11:55:11
282330,2010-04-25 19:06:15,2210,574,2010-04-30 17:03:34,20,2010-02-14 13:30:02
282331,2010-04-25 23:14:14,1719,438,2010-04-30 19:06:15,118,2010-02-14 14:30:21
282332,2010-04-26 02:37:46,1415,122,2010-04-29 23:14:14,76,2010-02-14 15:49:28
282333,2010-04-26 05:30:45,4292,81,2010-04-29 02:37:46,72,2010-02-14 17:29:18
282334,2010-04-26 12:24:51,4023,230,2010-04-29 05:30:45,78,2010-02-14 19:03:44
282335,2010-04-26 18:43:53,648,183,2010-05-01 12:24:51,74,2010-02-14 19:43:19
282336,2010-04-26 23:50:23,1565,111,2010-04-28 18:43:53,68,2010-02-14 19:51:54
282337,2010-04-27 01:43:20,155,581,2010-04-28 23:50:23,78,2010-02-14 21:07:20
282338,2010-04-27 04:06:53,4364,80,2010-05-01 01:43:20,77,2010-02-14 22:25:47
282339,2010-04-27 07:13:01,3452,315,2010-04-28 04:06:53,10,2010-02-14 23:16:54
282340,2010-04-27 09:58:21,3838,584,2010-04-28 07:13:01,80,2010-02-15 00:07:57
282341,2010-04-27 13:54:12,83,152,2010-05-02 09:58:21,15,2010-02-15 02:13:09
282342,2010-04-27 16:44:01,833,559,2010-04-29 13:54:12,80,2010-02-15 02:58:52
282343,2010-04-27 23:38:52,3936,297,2010-04-29 16:44:01,16,2010-02-15 04:22:04
282344,2010-04-28 05:20:06,364,167,2010-05-01 23:38:52,20,2010-02-15 05:33:58
282345,2010-04-28 08:37:26,396,547,2010-05-01 05:20:06,72,2010-02-15 07:45:19
282346,2010-04-28 10:30:58,3628,368,2010-04-30 08:37:26,66,2010-02-15 08:55:50
282347,2010-04-28 14:22:51,2501,184,2010-05-02 10:30:58,7,2010-02-15 09:37:39
282348,2010-04-28 21:16:25,1576,398,2010-05-03 14:22:51,16,2010-02-15 11:20:09
282349,2010-04-29 03:23:09,1736,482,2010-05-03 21:16:25,80,2010-02-15 12:11:05
282350,2010-04-29 08:16:03,55,373,2010-05-02 03:23:09,9,2010-02-15 13:27:33
282351,2010-04-29 14:19:22,1315,246,2010-05-01 08:16:03,125,2010-02-15 15:48:16
282352,2010-04-29 16:38:04,3799,57,2010-05-01 14:19:22,73,2010-02-15 17:52:48
282353,2010-04-29 19:18:29,1288,566,2010-05-03 16:38:04,67,2010-02-15 19:42:10
282354,2010-04-30 00:41:50,1163,34,2010-05-03 19:18:29,3,2010-02-15 20:25:06
282355,2010-04-30 04:06:51,4118,570,2010-05-03 00:41:50,126,2010-02-15 22:35:43
282356,2010-04-30 10:27:58,1733,144,2010-05-04 04:06:51,123,2010-02-15 23:40:36
282357,2010-04-30 17:17:28,1999,152,2010-05-04 10:27:58,66,2010-02-16 01:08:42
282358,2010-04-30 20:22:54,321,5,2010-05-01 17:17:28,1,2010-02-16 01:21:02
282359,2010-05-01 01:51:56,159,485,2010-05-05 20:22:54,70,2010-02-16 03:42:14
282360,2010-05-01 06:26:16,1659,535,2010-05-06 01:51:56,5,2010-02-16 05:05:38
282361,2010-05-01 08:04:27,3270,263,2010-05-02 06:26:16,64,2010-02-16 05:28:59
282362,2010-05-01 11:32:48,200,467,2010-05-05 08:04:27,18,2010-02-16 06:30:37
282363,2010-05-01 15:48:03,1498,285,2010-05-05 11:32:48,7,2010-02-16 07:05:04
282364,2010-05-01 20:38:47,1438,255,2010-05-05 15:48:03,67,2010-02-16 08:25:41
282365,2010-05-02 01:28:45,1284,179,2010-05-06 20:38:47,6,2010-02-16 10:03:46
282366,2010-05-02 03:54:40,3103,483,2010-05-05 01:28:45,1,2010-02-16 12:06:40
282367,2010-05-02 08:23:24,1576,237,2010-05-07 03:54:40,77,2010-02-16 13:10:35
282368,2010-05-02 09:36:05,4577,313,2010-05-06 08:23:24,73,2010-02-16 14:54:00
282369,2010-05-02 11:41:01,1653,162,2010-05-07 09:36:05,80,2010-02-16 16:20:22
282370,2010-05-02 13:54:42,3948,172,2010-05-07 11:41:01,7,2010-02-16 17:21:02
282371,2010-05-02 16:25:56,1199,285,2010-05-03 13:54:42,123,2010-02-16 19:01:23
282372,2010-05-02 19:27:50,1251,573,2010-05-05 16:25:56,75,2010-02-16 21:19:12
282373,2010-05-02 23:18:33,3486,239,2010-05-07 19:27:50,20,2010-02-16 23:28:15
282374,2010-05-03 02:31:02,3460,201,2010-05-07 23:18:33,16,2010-02-17 00:24:04
282375,2010-05-03 16:50:39,3812,231,2010-05-08 02:31:02,68,2010-02-17 00:52:43
282376,2010-05-04 00:42:27,2867,464,2010-05-07 16:50:39,70,2010-02-17 01:11:32
282377,2010-05-04 05:10:02,2992,138,2010-05-09 00:42:27,126,2010-02-17 01:24:28
282378,2010-05-04 10:11:01,2003,120,2010-05-08 05:10:02,71,2010-02-17 02:52:22
282379,2010-05-04 16:31:08,1822,574,2010-05-09 10:11:01,120,2010-02-17 03:21:21
282380,2010-05-05 03:25:22,1772,230,2010-05-09 16:31:08,1,2010-02-17 03:30:38
282381,2010-05-05 10:50:27,2772,345,2010-05-08 03:25:22,13,2010-02-17 05:43:17
282382,2010-05-05 18:23:10,3404,186,2010-05-08 10:50:27,13,2010-02-17 06:40:29
282383,2010-05-06 04:20:32,1656,110,2010-05-09 18:23:10,81,2010-02-17 08:13:39
282384,2010-05-06 10:10:07,2308,72,2010-05-10 04:20:32,73,2010-02-17 09:35:21
282385,2010-05-06 21:52:43,4519,395,2010-05-11 10:10:07,65,2010-02-17 10:32:30
282386,2010-05-07 03:31:35,438,498,2010-05-10 21:52:43,73,2010-02-17 11:48:23
282387,2010-05-07 11:15:07,2977,189,2010-05-11 03:31:35,6,2010-02-17 13:08:25
282388,2010-05-08 00:33:12,3613,97,2010-05-08 11:15:07,118,2010-02-17 14:44:25
282389,2010-05-08 02:55:31,423,295,2010-05-09 00:33:12,76,2010-02-17 15:55:11
282390,2010-05-08 06:01:56,1018,282,2010-05-10 02:55:31,8,2010-02-17 17:14:01
282391,2010-05-08 08:11:15,2076,277,2010-05-09 06:01:56,113,2010-02-17 17:27:34
282392,2010-05-08 12:13:41,3780,122,2010-05-10 08:11:15,69,2010-02-17 19:16:43
282393,2010-05-08 15:27:54,3354,388,2010-05-11 12:13:41,72,2010-02-17 21:08:15
282394,2010-05-08 17:40:24,21,543,2010-05-13 15:27:54,117,2010-02-17 23:31:30
