"payment_id","customer_id","staff_id","rental_id","amount","payment_date","last_update"
49110,256,66,291296,29.30,2014-02-02 21:25:31,2010-03-24 08:02:07
49111,223,15,291297,49.90,2014-02-05 21:52:47,2010-03-24 08:15:45
49112,378,115,291298,10.00,2014-02-05 22:37:59,2010-03-24 08:26:33
49113,156,19,291299,22.10,2014-02-02 23:20:06,2010-03-24 08:38:30
49114,61,14,291300,65.00,2014-02-05 00:16:53,2010-03-24 08:49:32
49115,177,21,291301,83.50,2014-02-04 00:59:59,2010-03-24 08:59:40
49116,267,66,291302,1.20,2014-02-03 01:24:13,2010-03-24 09:09:55
49117,550,3,291303,86.80,2014-02-04 02:18:37,2010-03-24 09:25:27
49118,126,79,291304,68.50,2014-02-04 03:18:14,2010-03-24 09:41:50
49119,484,6,291305,26.80,2014-02-03 05:01:31,2010-03-24 09:52:27
49120,392,67,291306,8.70,2014-02-07 06:23:18,2010-03-24 10:04:48
49121,241,74,291309,84.80,2014-02-06 10:05:53,2010-03-24 10:21:09
49122,74,65,291310,16.40,2014-02-07 10:45:43,2010-03-24 10:36:35
49123,577,17,291311,56.40,2014-02-06 12:19:52,2010-03-24 10:49:20
49124,386,2,291313,37.40,2014-02-06 14:25:16,2010-03-24 11:02:10
49125,539,4,291314,22.60,2014-02-06 14:58:07,2010-03-24 11:14:39
49126,535,9,291315,1.70,2014-02-03 15:39:47,2010-03-24 11:25:26
49127,576,81,291316,62.10,2014-02-07 16:03:56,2010-03-24 11:37:32
49128,18,62,291317,41.40,2014-02-03 16:42:59,2010-03-24 11:54:05
49129,262,68,291318,61.00,2014-02-03 18:21:04,2010-03-24 12:08:18
49130,224,70,291319,74.70,2014-02-04 19:23:08,2010-03-24 12:19:11
49131,170,11,291320,71.80,2014-02-04 20:13:35,2010-03-24 12:33:16
49132,451,63,291321,19.10,2014-02-04 21:40:27,2010-03-24 12:43:32
49133,145,8,291323,48.10,2014-02-05 00:22:28,2010-03-24 12:59:55
49134,417,3,291324,65.80,2014-02-08 05:39:09,2010-03-24 13:13:08
49135,255,66,291325,38.40,2014-02-08 07:53:09,2010-03-24 13:24:34
49136,528,79,291327,23.60,2014-02-05 16:41:05,2010-03-24 13:38:04
49137,48,1,291328,70.30,2014-02-04 19:17:57,2010-03-24 13:54:18
49138,175,75,291330,10.30,2014-02-09 01:38:34,2010-03-24 14:04:21
49139,495,20,291331,13.60,2014-02-08 05:04:33,2010-03-24 14:17:43
49140,211,122,291332,67.40,2014-02-08 09:06:58,2010-03-24 14:33:22
49141,491,122,291333,60.30,2014-02-07 13:26:44,2010-03-24 14:44:03
49142,538,63,291334,96.50,2014-02-06 19:03:28,2010-03-24 14:56:03
49143,10,81,291335,17.70,2014-02-06 21:47:33,2010-03-24 15:09:13
49144,407,20,291336,64.50,2014-02-08 23:14:49,2010-03-24 15:19:51
49145,243,72,291337,12.60,2014-02-08 01:23:36,2010-03-24 15:33:42
49146,311,64,291338,4.40,2014-02-08 03:18:52,2010-03-24 15:46:35
49147,591,66,291339,23.50,2014-02-09 05:27:18,2010-03-24 16:00:54
49148,292,6,291340,4.40,2014-02-07 11:01:55,2010-03-24 16:12:27
49149,34,16,291341,96.50,2014-02-08 13:17:58,2010-03-24 16:25:29
49150,244,9,291342,1.10,2014-02-10 15:48:09,2010-03-24 16:38:09
49151,51,72,291343,34.80,2014-02-06 20:47:19,2010-03-24 16:51:16
49152,368,71,291344,9.90,2014-02-08 00:53:50,2010-03-24 17:03:40
49153,534,78,291345,99.40,2014-02-07 03:03:46,2010-03-24 17:14:12
49154,376,76,291346,60.30,2014-02-10 06:02:30,2010-03-24 17:29:58
49155,119,17,291347,96.40,2014-02-07 07:58:31,2010-03-24 17:45:46
49156,272,20,291348,67.30,2014-02-09 10:30:02,2010-03-24 17:56:40
49157,265,20,291349,58.90,2014-02-08 12:23:59,2010-03-24 18:07:34
49158,548,16,291350,44.40,2014-02-08 14:31:11,2010-03-24 18:21:12
49159,90,72,291351,91.40,2014-02-09 19:12:06,2010-03-24 18:32:06
49160,81,121,291352,65.70,2014-02-11 23:42:53,2010-03-24 18:44:19
49161,28,73,291353,17.20,2014-02-09 01:38:45,2010-03-24 18:59:54
49162,252,114,291354,85.70,2014-02-09 05:48:31,2010-03-24 19:16:07
49163,184,81,291355,97.90,2014-02-09 11:23:04,2010-03-24 19:30:33
49164,116,122,291356,10.10,2014-02-12 14:51:38,2010-03-24 19:45:31
49165,15,11,291357,52.80,2014-02-12 18:13:32,2010-03-24 20:00:29
49166,17,69,291359,28.40,2014-02-10 01:58:02,2010-03-24 20:16:50
49167,3,69,291360,2.30,2014-02-10 03:49:46,2010-03-24 20:31:11
49168,96,70,291361,37.20,2014-02-10 05:33:54,2010-03-24 20:47:32
49169,494,14,291362,7.80,2014-02-09 06:54:49,2010-03-24 21:00:18
49170,578,65,291363,68.50,2014-02-09 08:31:23,2010-03-24 21:12:03
49171,430,21,291364,39.50,2014-02-10 10:00:28,2010-03-24 21:27:02
49172,151,75,291365,68.90,2014-02-10 10:41:24,2010-03-24 21:40:57
49173,257,71,291366,24.80,2014-02-11 11:47:12,2010-03-24 21:55:49
49174,335,20,291367,81.30,2014-02-10 12:57:08,2010-03-24 22:11:24
49175,23,13,291368,59.40,2014-02-12 14:03:29,2010-03-24 22:26:55
49176,417,5,291369,4.60,2014-02-10 14:54:58,2010-03-24 22:37:31
49177,127,120,291370,43.60,2014-02-12 16:26:23,2010-03-24 22:47:58
49178,352,2,291371,51.10,2014-02-13 18:11:26,2010-03-24 23:03:01
49179,551,121,291372,31.70,2014-02-10 19:15:22,2010-03-24 23:18:10
49180,3,20,291373,48.70,2014-02-12 20:49:26,2010-03-24 23:33:43
49181,559,65,291374,93.10,2014-02-13 21:57:03,2010-03-24 23:47:28
49182,350,18,291375,83.40,2014-02-12 22:46:23,2010-03-24 23:58:37
49183,45,122,291376,90.00,2014-02-11 23:33:37,2010-03-25 00:09:48
49184,308,67,291377,89.20,2014-02-11 00:02:15,2010-03-25 00:20:22
49185,455,1,291378,39.50,2014-02-10 01:16:58,2010-03-25 00:36:53
49186,32,14,291379,59.10,2014-02-13 02:33:31,2010-03-25 00:50:50
49187,519,3,291380,86.50,2014-02-11 03:10:01,2010-03-25 01:00:52
49188,351,19,291381,81.10,2014-02-12 04:08:49,2010-03-25 01:15:45
49189,331,21,291382,6.30,2014-02-14 06:00:20,2010-03-25 01:32:17
49190,344,63,291384,18.20,2014-02-11 07:59:16,2010-03-25 01:46:56
49191,133,16,291385,79.70,2014-02-10 09:16:57,2010-03-25 02:00:44
49192,408,21,291386,63.80,2014-02-14 10:46:39,2010-03-25 02:11:16
49193,318,14,291387,68.10,2014-02-10 11:25:03,2010-03-25 02:21:48
49194,361,66,291388,51.30,2014-02-11 12:57:09,2010-03-25 02:35:39
49195,154,76,291389,97.00,2014-02-11 14:49:14,2010-03-25 02:51:29
49196,68,21,291390,25.40,2014-02-12 15:31:36,2010-03-25 03:06:08
49197,521,120,291391,80.10,2014-02-12 17:06:58,2010-03-25 03:19:07
49198,261,122,291392,25.40,2014-02-14 18:42:06,2010-03-25 03:29:41
49199,488,118,291393,96.40,2014-02-12 20:35:38,2010-03-25 03:41:11
49200,318,20,291394,53.70,2014-02-12 21:02:14,2010-03-25 03:51:17
49201,311,117,291395,79.90,2014-02-11 21:25:40,2010-03-25 04:06:38
49202,9,69,291396,50.40,2014-02-12 23:11:28,2010-03-25 04:19:29
49203,114,14,291397,77.70,2014-02-14 00:12:12,2010-03-25 04:34:30
49204,56,7,291398,3.60,2014-02-14 02:13:26,2010-03-25 04:46:29
49205,374,116,291399,11.10,2014-02-13 04:37:51,2010-03-25 05:02:52
49206,53,78,291400,96.70,2014-02-14 07:13:13,2010-03-25 05:14:10
49207,34,115,291401,19.70,2014-02-14 11:53:44,2010-03-25 05:30:01
49208,125,8,291402,31.30,2014-02-11 16:24:00,2010-03-25 05:41:54
49209,282,121,291403,22.40,2014-02-11 19:46:35,2010-03-25 05:55:05
49210,24,16,291404,15.90,2014-02-12 22:13:36,2010-03-25 06:06:03
49211,23,16,291405,89.60,2014-02-16 03:35:45,2010-03-25 06:17:18
49212,529,10,291406,52.70,2014-02-15 08:15:49,2010-03-25 06:28:39
49213,423,19,291407,73.70,2014-02-12 12:20:05,2010-03-25 06:45:18
49214,117,119,291408,83.00,2014-02-12 16:54:11,2010-03-25 06:55:43
49215,63,76,291411,90.10,2014-02-15 05:29:54,2010-03-25 07:08:34
49216,92,21,291412,25.10,2014-02-17 08:36:35,2010-03-25 07:18:58
49217,441,3,291413,60.70,2014-02-17 11:21:07,2010-03-25 07:30:28
49218,371,11,291414,95.50,2014-02-13 15:51:06,2010-03-25 07:42:15
49219,455,15,291415,67.70,2014-02-17 20:16:24,2010-03-25 07:52:18
49220,566,72,291416,68.80,2014-02-15 01:08:48,2010-03-25 08:04:51
49221,524,6,291417,9.90,2014-02-16 04:25:00,2010-03-25 08:15:11
49222,211,63,291418,78.10,2014-02-18 08:24:53,2010-03-25 08:26:12
49223,515,126,291419,64.20,2014-02-18 13:56:33,2010-03-25 08:40:15
49224,53,62,291420,81.60,2014-02-16 19:10:40,2010-03-25 08:54:44
49225,457,20,291421,55.30,2014-02-14 22:40:59,2010-03-25 09:06:39
49226,126,72,291422,37.00,2014-02-19 00:54:32,2010-03-25 09:16:42
49227,556,76,291423,1.40,2014-02-17 04:14:58,2010-03-25 09:29:31
49228,260,76,291424,96.60,2014-02-17 07:33:07,2010-03-25 09:41:41
49229,307,12,291425,83.20,2014-02-15 10:58:45,2010-03-25 09:52:29
49230,495,117,291426,44.30,2014-02-17 15:18:32,2010-03-25 10:05:34
49231,394,63,291428,1.30,2014-02-15 18:56:41,2010-03-25 10:17:04
49232,479,10,291429,4.00,2014-02-15 23:36:23,2010-03-25 10:33:00
49233,132,14,291430,60.50,2014-02-18 01:26:29,2010-03-25 10:43:03
49234,162,12,291431,42.90,2014-02-19 02:49:54,2010-03-25 10:53:36
49235,358,10,291432,26.90,2014-02-16 04:41:53,2010-03-25 11:05:06
49236,408,71,291433,77.40,2014-02-20 05:46:17,2010-03-25 11:20:34
49237,434,113,291434,2.90,2014-02-19 07:36:40,2010-03-25 11:32:27
49238,429,79,291435,78.80,2014-02-16 09:23:14,2010-03-25 11:44:06
49239,22,79,291436,47.60,2014-02-17 10:20:54,2010-03-25 11:55:58
49240,51,74,291437,9.50,2014-02-18 11:56:30,2010-03-25 12:12:22
49241,366,5,291438,23.10,2014-02-19 13:15:18,2010-03-25 12:24:18
49242,529,16,291439,32.20,2014-02-18 13:53:37,2010-03-25 12:37:41
49243,380,66,291440,95.30,2014-02-16 14:47:59,2010-03-25 12:53:08
49244,25,5,291441,26.10,2014-02-16 15:12:07,2010-03-25 13:06:03
49245,287,64,291442,7.40,2014-02-18 16:37:21,2010-03-25 13:21:07
49246,236,71,291443,46.20,2014-02-20 17:59:53,2010-03-25 13:31:19
49247,176,118,291444,19.30,2014-02-19 19:50:29,2010-03-25 13:42:03
49248,219,78,291445,91.80,2014-02-17 21:32:11,2010-03-25 13:54:52
49249,447,122,291446,45.40,2014-02-19 22:03:45,2010-03-25 14:11:25
49250,355,2,291447,90.20,2014-02-18 23:13:40,2010-03-25 14:24:16
49251,492,19,291448,52.50,2014-02-18 01:04:43,2010-03-25 14:37:32
49252,134,3,291449,67.10,2014-02-19 01:47:25,2010-03-25 14:52:01
49253,352,2,291450,64.30,2014-02-17 03:17:28,2010-03-25 15:07:09
49254,438,7,291451,4.00,2014-02-19 05:01:31,2010-03-25 15:21:02
49255,491,77,291452,27.90,2014-02-20 05:36:39,2010-03-25 15:35:37
49256,341,15,291453,47.00,2014-02-19 07:20:20,2010-03-25 15:49:44
49257,184,2,291454,28.40,2014-02-18 07:48:14,2010-03-25 16:05:50
49258,600,12,291456,54.10,2014-02-17 09:33:17,2010-03-25 16:18:31
49259,76,66,291457,56.70,2014-02-19 10:37:36,2010-03-25 16:29:55
49260,27,20,291458,29.80,2014-02-20 11:32:20,2010-03-25 16:44:54
49261,307,65,291459,96.70,2014-02-18 12:11:03,2010-03-25 16:56:52
49262,528,68,291460,43.50,2014-02-20 12:53:00,2010-03-25 17:07:13
49263,238,7,291461,60.70,2014-02-17 13:56:53,2010-03-25 17:21:30
49264,17,76,291463,68.00,2014-02-18 15:32:14,2010-03-25 17:36:15
49265,462,117,291464,44.20,2014-02-19 16:17:28,2010-03-25 17:50:13
49266,180,79,291465,20.60,2014-02-20 16:57:20,2010-03-25 18:02:15
49267,372,69,291466,2.90,2014-02-21 18:04:23,2010-03-25 18:15:03
49268,541,122,291467,62.00,2014-02-20 18:40:24,2010-03-25 18:28:22
49269,536,19,291469,34.00,2014-02-18 20:07:33,2010-03-25 18:44:05
49270,380,119,291470,25.80,2014-02-17 21:56:39,2010-03-25 18:57:34
49271,270,80,291471,93.10,2014-02-19 22:28:27,2010-03-25 19:07:37
49272,20,4,291472,60.30,2014-02-21 00:12:07,2010-03-25 19:23:03
49273,251,122,291473,91.90,2014-02-22 04:16:50,2010-03-25 19:35:46
49274,193,19,291474,46.40,2014-02-21 07:07:27,2010-03-25 19:48:30
49275,184,7,291475,7.20,2014-02-18 12:41:52,2010-03-25 20:05:09
49276,97,14,291476,45.90,2014-02-20 15:37:29,2010-03-25 20:15:53
49277,370,3,291477,19.10,2014-02-20 19:21:41,2010-03-25 20:30:02
49278,287,73,291479,86.00,2014-02-21 03:57:54,2010-03-25 20:41:39
49279,93,6,291480,13.20,2014-02-22 08:17:41,2010-03-25 20:55:25
49280,586,119,291481,25.10,2014-02-20 09:48:58,2010-03-25 21:11:54
49281,95,126,291482,83.90,2014-02-20 13:47:00,2010-03-25 21:25:48
49282,567,7,291483,71.30,2014-02-21 19:21:01,2010-03-25 21:35:56
49283,206,69,291484,46.80,2014-02-21 21:47:45,2010-03-25 21:50:25
49284,271,15,291486,93.90,2014-02-22 03:24:07,2010-03-25 22:00:30
49285,562,71,291487,44.40,2014-02-24 09:06:26,2010-03-25 22:15:06
49286,265,12,291488,87.90,2014-02-22 10:22:45,2010-03-25 22:30:11
49287,191,72,291489,85.30,2014-02-21 12:55:50,2010-03-25 22:44:19
49288,313,78,291490,45.20,2014-02-24 18:09:41,2010-03-25 22:56:54
49289,158,75,291491,39.90,2014-02-21 21:21:15,2010-03-25 23:10:18
49290,401,79,291492,89.30,2014-02-23 01:05:00,2010-03-25 23:21:17
49291,127,119,291493,86.70,2014-02-21 05:51:19,2010-03-25 23:37:19
49292,93,1,291494,30.20,2014-02-25 09:51:42,2010-03-25 23:51:24
49293,527,113,291495,46.90,2014-02-21 11:40:19,2010-03-26 00:05:53
49294,311,77,291496,97.80,2014-02-23 13:30:46,2010-03-26 00:18:02
49295,524,16,291497,42.30,2014-02-23 16:02:42,2010-03-26 00:34:30
49296,498,6,291498,94.30,2014-02-24 19:26:59,2010-03-26 00:51:01
49297,376,124,291499,86.80,2014-02-24 23:24:17,2010-03-26 01:06:23
49298,165,8,291500,37.60,2014-02-26 02:36:15,2010-03-26 01:18:54
49299,111,12,291501,37.70,2014-02-25 07:50:18,2010-03-26 01:34:36
49300,179,72,291502,78.70,2014-02-26 10:57:00,2010-03-26 01:51:07
49301,345,74,291503,42.70,2014-02-25 15:41:44,2010-03-26 02:07:02
49302,233,118,291504,93.60,2014-02-26 20:48:26,2010-03-26 02:20:28
49303,314,16,291505,88.30,2014-02-23 23:51:18,2010-03-26 02:32:39
49304,443,69,291506,11.20,2014-02-25 01:07:07,2010-03-26 02:43:55
49305,432,70,291507,63.80,2014-02-23 01:43:05,2010-03-26 02:59:35
49306,468,122,291508,8.00,2014-02-25 02:40:02,2010-03-26 03:13:00
49307,581,12,291509,13.50,2014-02-23 03:39:13,2010-03-26 03:28:48
49308,123,19,291510,34.10,2014-02-27 05:21:22,2010-03-26 03:39:47
49309,439,21,291511,54.10,2014-02-27 06:09:57,2010-03-26 03:52:00
49310,504,113,291512,35.00,2014-02-25 07:19:30,2010-03-26 04:04:59
49311,159,20,291513,11.20,2014-02-27 08:02:57,2010-03-26 04:18:29
49312,344,66,291514,28.80,2014-02-26 08:40:01,2010-03-26 04:31:59
49313,350,69,291516,89.40,2014-02-25 09:58:15,2010-03-26 04:42:03
49314,512,79,291517,70.90,2014-02-26 10:23:02,2010-03-26 04:52:11
49315,350,21,291518,29.30,2014-02-24 11:59:25,2010-03-26 05:07:45
49316,176,8,291519,59.10,2014-02-23 13:22:42,2010-03-26 05:23:27
49317,323,16,291520,84.00,2014-02-27 14:44:28,2010-03-26 05:35:27
49318,76,16,291521,65.60,2014-02-23 16:29:32,2010-03-26 05:50:20
49319,249,122,291523,91.30,2014-02-27 19:41:24,2010-03-26 06:01:28
49320,542,69,291525,89.00,2014-02-24 21:32:09,2010-03-26 06:16:06
49321,79,15,291526,30.70,2014-02-26 22:38:34,2010-03-26 06:28:44
49322,36,119,291528,38.60,2014-02-26 01:20:04,2010-03-26 06:40:16
49323,554,20,291529,33.50,2014-02-26 03:07:05,2010-03-26 06:54:06
49324,197,65,291530,37.70,2014-02-27 03:30:15,2010-03-26 07:08:55
49325,566,63,291531,45.20,2014-02-26 04:43:39,2010-03-26 07:23:55
49326,582,6,291532,35.70,2014-02-25 05:58:09,2010-03-26 07:35:18
49327,256,62,291533,39.00,2014-02-24 07:01:42,2010-03-26 07:51:42
49328,543,3,291534,45.20,2014-02-25 08:33:09,2010-03-26 08:03:31
49329,207,7,291535,70.60,2014-02-27 09:58:27,2010-03-26 08:19:07
49330,3,81,291536,17.60,2014-02-26 11:48:48,2010-03-26 08:32:35
49331,331,79,291537,39.00,2014-02-25 13:14:29,2010-03-26 08:45:32
49332,225,69,291538,19.90,2014-02-24 13:49:37,2010-03-26 09:01:36
49333,156,78,291539,57.60,2014-02-27 14:28:28,2010-03-26 09:15:00
49334,540,74,291540,44.50,2014-02-28 16:20:30,2010-03-26 09:28:28
49335,437,21,291541,93.40,2014-02-26 17:46:43,2010-03-26 09:40:13
49336,515,122,291542,79.40,2014-02-27 19:19:29,2010-03-26 09:56:27
49337,10,7,291544,47.50,2014-02-26 20:44:40,2010-03-26 10:12:44
49338,377,11,291545,18.00,2014-02-25 22:36:44,2010-03-26 10:25:35
49339,550,16,291546,13.00,2014-02-27 23:29:24,2010-03-26 10:40:16
49340,277,10,291547,10.10,2014-02-28 01:06:58,2010-03-26 10:51:56
49341,586,5,291548,58.60,2014-02-27 04:25:57,2010-03-26 11:03:48
49342,5,121,291549,78.70,2014-03-01 08:37:22,2010-03-26 11:14:47
49343,385,73,291550,60.40,2014-02-25 13:58:56,2010-03-26 11:25:13
49344,510,11,291551,72.90,2014-02-25 18:08:11,2010-03-26 11:40:38
49345,571,66,291552,39.60,2014-02-26 20:05:27,2010-03-26 11:56:53
49346,287,74,291553,34.70,2014-03-02 00:46:38,2010-03-26 12:10:07
49347,172,10,291554,26.80,2014-02-26 02:21:21,2010-03-26 12:20:47
49348,352,69,291556,93.30,2014-02-27 11:53:12,2010-03-26 12:34:44
49349,551,117,291557,91.80,2014-02-27 14:28:33,2010-03-26 12:49:56
49350,405,20,291558,36.30,2014-03-01 20:12:26,2010-03-26 13:01:55
49351,557,75,291559,38.90,2014-02-27 22:51:44,2010-03-26 13:17:54
49352,351,70,291560,30.50,2014-03-03 04:04:31,2010-03-26 13:31:45
49353,150,81,291561,76.70,2014-03-03 06:08:25,2010-03-26 13:42:14
49354,268,76,291562,80.90,2014-02-28 07:44:36,2010-03-26 13:56:16
49355,597,20,291563,76.10,2014-02-27 09:27:56,2010-03-26 14:09:56
49356,218,19,291564,75.70,2014-02-28 10:03:12,2010-03-26 14:26:01
49357,366,121,291566,59.10,2014-02-28 13:33:33,2010-03-26 14:39:05
49358,220,19,291567,69.90,2014-02-28 14:29:55,2010-03-26 14:54:30
49359,69,63,291568,28.60,2014-02-28 16:02:17,2010-03-26 15:05:59
49360,185,66,291569,95.30,2014-03-03 16:57:10,2010-03-26 15:19:54
49361,542,62,291571,33.70,2014-02-28 19:55:55,2010-03-26 15:33:11
49362,314,77,291572,60.00,2014-03-03 20:59:54,2010-03-26 15:43:13
49363,190,1,291574,74.80,2014-03-01 00:03:47,2010-03-26 15:55:25
49364,264,7,291575,21.80,2014-02-28 02:24:14,2010-03-26 16:10:02
49365,346,5,291576,33.70,2014-03-02 03:24:44,2010-03-26 16:20:22
49366,185,11,291578,82.60,2014-03-03 05:40:02,2010-03-26 16:35:51
49367,326,66,291579,79.60,2014-03-01 08:11:44,2010-03-26 16:47:29
49368,393,9,291580,4.90,2014-03-03 10:14:29,2010-03-26 17:02:10
49369,47,119,291581,5.90,2014-03-03 11:11:46,2010-03-26 17:18:22
49370,516,7,291583,55.10,2014-03-04 15:29:56,2010-03-26 17:30:25
49371,233,78,291584,87.50,2014-03-02 16:09:52,2010-03-26 17:45:35
49372,133,16,291585,89.00,2014-03-02 17:52:19,2010-03-26 17:57:45
49373,306,71,291586,23.30,2014-02-28 19:23:37,2010-03-26 18:13:34
49374,252,15,291587,85.90,2014-02-28 22:00:45,2010-03-26 18:28:52
49375,303,126,291588,20.10,2014-03-03 22:35:13,2010-03-26 18:40:45
49376,206,21,291589,78.50,2014-03-03 00:50:19,2010-03-26 18:56:25
49377,591,65,291591,63.00,2014-03-01 04:18:29,2010-03-26 19:12:35
49378,99,73,291592,9.80,2014-03-05 05:12:06,2010-03-26 19:22:57
49379,299,13,291593,81.90,2014-03-01 08:00:08,2010-03-26 19:33:46
49380,330,125,291594,29.80,2014-03-04 09:11:53,2010-03-26 19:47:10
49381,492,62,291595,68.70,2014-03-05 10:21:33,2010-03-26 19:57:34
49382,550,79,291596,14.80,2014-03-03 11:55:36,2010-03-26 20:12:32
49383,255,66,291597,95.40,2014-03-02 13:39:44,2010-03-26 20:27:20
49384,26,7,291598,63.30,2014-03-04 16:15:15,2010-03-26 20:41:25
49385,352,17,291599,85.40,2014-03-04 18:45:25,2010-03-26 20:56:36
49386,382,6,291600,57.50,2014-03-05 19:55:55,2010-03-26 21:06:55
49387,151,10,291601,47.20,2014-03-02 20:49:27,2010-03-26 21:21:15
49388,83,3,291602,24.20,2014-03-03 23:01:05,2010-03-26 21:33:25
49389,580,79,291603,49.80,2014-03-06 01:33:17,2010-03-26 21:50:04
49390,471,124,291604,2.60,2014-03-02 05:22:28,2010-03-26 22:00:58
49391,596,76,291606,82.10,2014-03-04 09:41:33,2010-03-26 22:17:07
49392,250,121,291608,14.60,2014-03-04 11:30:47,2010-03-26 22:28:14
49393,38,74,291610,53.60,2014-03-04 16:00:15,2010-03-26 22:44:15
49394,578,16,291611,99.90,2014-03-06 18:42:43,2010-03-26 22:59:44
49395,573,66,291612,22.00,2014-03-04 20:16:18,2010-03-26 23:16:24
49396,557,15,291613,15.20,2014-03-02 21:45:41,2010-03-26 23:29:12
49397,59,121,291614,27.40,2014-03-02 22:44:16,2010-03-26 23:40:41
49398,108,70,291615,67.70,2014-03-03 23:39:53,2010-03-26 23:53:52
49399,52,69,291616,85.30,2014-03-03 00:28:03,2010-03-27 00:04:52
49400,538,5,291617,58.60,2014-03-07 02:05:17,2010-03-27 00:15:10
49401,131,120,291618,87.90,2014-03-07 04:14:20,2010-03-27 00:30:07
49402,465,125,291619,2.70,2014-03-07 05:51:39,2010-03-27 00:41:35
49403,556,79,291620,94.50,2014-03-05 06:52:08,2010-03-27 00:52:03
49404,43,125,291621,31.80,2014-03-06 07:52:23,2010-03-27 01:05:37
49405,375,121,291622,20.70,2014-03-04 10:13:20,2010-03-27 01:18:07
49406,154,8,291623,72.30,2014-03-05 13:38:24,2010-03-27 01:28:24
49407,2,78,291624,10.20,2014-03-03 15:28:37,2010-03-27 01:38:54
49408,453,118,291626,74.30,2014-03-06 21:26:04,2010-03-27 01:50:11
49409,177,12,291627,51.30,2014-03-05 00:10:14,2010-03-27 02:03:54
49410,510,20,291628,99.50,2014-03-08 10:18:05,2010-03-27 02:19:07
49411,310,17,291629,7.90,2014-03-07 19:18:12,2010-03-27 02:35:18
49412,538,115,291630,22.80,2014-03-08 04:15:16,2010-03-27 02:47:17
49413,391,1,291631,51.00,2014-03-09 11:25:48,2010-03-27 02:57:59
49414,521,16,291632,36.50,2014-03-06 22:42:07,2010-03-27 03:08:12
49415,413,74,291633,71.60,2014-03-08 03:05:07,2010-03-27 03:21:30
49416,562,69,291634,13.20,2014-03-09 14:15:07,2010-03-27 03:35:39
49417,517,15,291635,77.70,2014-03-07 01:30:42,2010-03-27 03:49:22
49418,267,16,291638,98.10,2014-03-10 23:11:47,2010-03-27 04:02:48
49419,242,71,291639,29.10,2014-03-12 08:14:38,2010-03-27 04:14:21
49420,343,69,291640,97.80,2014-03-09 17:52:56,2010-03-27 04:24:58
49421,83,76,291641,75.00,2014-03-08 21:26:14,2010-03-27 04:36:07
49422,151,120,291642,46.70,2014-03-10 06:37:59,2010-03-27 04:46:41
49423,461,69,291643,3.20,2014-03-11 08:16:19,2010-03-27 05:00:40
49424,432,65,291644,53.50,2014-03-11 10:43:14,2010-03-27 05:14:27
49425,517,16,291646,17.00,2014-03-12 15:19:47,2010-03-27 05:28:57
49426,291,17,291647,38.70,2014-03-11 18:21:31,2010-03-27 05:40:13
49427,189,18,291648,90.00,2014-03-13 21:35:45,2010-03-27 05:53:01
49428,47,122,291649,23.00,2014-03-09 23:16:03,2010-03-27 06:05:40
49429,192,120,291651,33.40,2014-03-13 05:17:13,2010-03-27 06:21:03
49430,383,76,291652,85.30,2014-03-11 08:59:35,2010-03-27 06:36:14
49431,48,74,291653,23.30,2014-03-13 12:21:24,2010-03-27 06:50:47
49432,538,7,291654,15.60,2014-03-12 13:54:09,2010-03-27 07:03:25
49433,281,75,291655,65.60,2014-03-12 15:24:28,2010-03-27 07:18:54
49434,158,63,291656,11.60,2014-03-13 18:46:23,2010-03-27 07:31:43
49435,380,78,291657,43.60,2014-03-11 19:52:02,2010-03-27 07:46:09
49436,578,76,291658,70.20,2014-03-14 23:06:57,2010-03-27 08:01:28
49437,199,78,291659,63.30,2014-03-13 02:32:13,2010-03-27 08:16:27
49438,546,16,291660,85.30,2014-03-11 07:35:46,2010-03-27 08:31:54
49439,414,15,291661,8.10,2014-03-14 11:09:49,2010-03-27 08:45:17
49440,146,77,291662,6.50,2014-03-11 18:26:47,2010-03-27 08:58:39
49441,245,62,291664,48.80,2014-03-15 04:38:33,2010-03-27 09:14:57
49442,46,10,291665,42.90,2014-03-13 14:58:18,2010-03-27 09:30:23
49443,138,81,291666,55.60,2014-03-14 22:48:55,2010-03-27 09:41:32
49444,93,6,291668,81.30,2014-03-17 09:14:24,2010-03-27 09:51:38
49445,151,117,291669,70.30,2014-03-13 17:12:51,2010-03-27 10:03:03
49446,211,113,291671,3.50,2014-03-14 23:58:53,2010-03-27 10:15:54
49447,419,3,291672,52.10,2014-03-15 08:56:56,2010-03-27 10:26:25
49448,449,17,291673,91.70,2014-03-15 11:33:48,2010-03-27 10:38:05
49449,484,2,291674,12.70,2014-03-18 19:00:14,2010-03-27 10:54:20
49450,166,11,291676,39.50,2014-03-16 07:08:40,2010-03-27 11:10:01
49451,507,117,291678,28.50,2014-03-19 22:30:27,2010-03-27 11:21:30
49452,91,80,291679,13.50,2014-03-20 08:52:51,2010-03-27 11:37:40
49453,503,13,291680,26.10,2014-03-19 12:11:59,2010-03-27 11:49:26
49454,36,14,291681,54.20,2014-03-20 13:22:36,2010-03-27 12:05:15
49455,399,8,291682,61.40,2014-03-19 16:54:08,2010-03-27 12:17:07
49456,383,119,291683,25.30,2014-03-20 18:54:41,2010-03-27 12:29:36
49457,244,126,291684,41.50,2014-03-16 20:43:10,2010-03-27 12:45:50
49458,261,13,291686,48.30,2014-03-17 03:47:54,2010-03-27 12:59:34
